"","doc_id","text"
"4297","4297"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4298","4298","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4299","4299","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4300","4300"," samborondo isla mocoli"
"4301","4301","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4302","4302","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4303","4303"," requisito"
"4304","4304"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4305","4305"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4306","4306","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus"
"4307","4307"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan"
"4308","4308"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben"
"4309","4309"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante"
"4310","4310"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra "
"4311","4311","bonita publicidad malo si llamamos numero dan turno otroo mes muertos"
"4312","4312"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan"
"4313","4313","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen "
"4314","4314","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted"
"4315","4315","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado"
"4316","4316","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc"
"4317","4317"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol"
"4318","4318"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta"
"4319","4319"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia"
"4320","4320"," nina aislamiento atender paciente von vorina viruz"
"4321","4321"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos"
"4322","4322"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4323","4323","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4324","4324","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4325","4325"," samborondo isla mocoli"
"4326","4326","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4327","4327","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4328","4328"," requisito"
"4329","4329"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4330","4330"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4331","4331","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus"
"4332","4332"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan"
"4333","4333"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben"
"4334","4334"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante"
"4335","4335"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra "
"4336","4336","bonita publicidad malo si llamamos numero dan turno otroo mes muertos"
"4337","4337"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan"
"4338","4338","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen "
"4339","4339","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted"
"4340","4340","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado"
"4341","4341","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc"
"4342","4342"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol"
"4343","4343"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta"
"4344","4344"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia"
"4345","4345"," nina aislamiento atender paciente von vorina viruz"
"4346","4346"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos"
"4347","4347"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4348","4348","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4349","4349","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4350","4350"," samborondo isla mocoli"
"4351","4351","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4352","4352","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4353","4353"," requisito"
"4354","4354"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4355","4355"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4356","4356","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus"
"4357","4357"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan"
"4358","4358"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben"
"4359","4359"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante"
"4360","4360"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra "
"4361","4361","bonita publicidad malo si llamamos numero dan turno otroo mes muertos"
"4362","4362"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan"
"4363","4363","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen "
"4364","4364","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted"
"4365","4365","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado"
"4366","4366","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc"
"4367","4367"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol"
"4368","4368"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta"
"4369","4369"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia"
"4370","4370"," nina aislamiento atender paciente von vorina viruz"
"4371","4371"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos"
"4372","4372"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4373","4373","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4374","4374","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4375","4375"," samborondo isla mocoli"
"4376","4376","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4377","4377","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4378","4378"," requisito"
"4379","4379"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4380","4380"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4381","4381","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus"
"4382","4382"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan"
"4383","4383"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben"
"4384","4384"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante"
"4385","4385"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra "
"4386","4386","bonita publicidad malo si llamamos numero dan turno otroo mes muertos"
"4387","4387"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan"
"4388","4388","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen "
"4389","4389","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted"
"4390","4390","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado"
"4391","4391","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc"
"4392","4392"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol"
"4393","4393"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta"
"4394","4394"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia"
"4395","4395"," nina aislamiento atender paciente von vorina viruz"
"4396","4396"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos"
"4397","4397"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4398","4398","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4399","4399","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4400","4400"," samborondo isla mocoli"
"4401","4401","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4402","4402","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4403","4403"," requisito"
"4404","4404"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4405","4405"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4406","4406","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus"
"4407","4407"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan"
"4408","4408"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben"
"4409","4409"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante"
"4410","4410"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra "
"4411","4411","bonita publicidad malo si llamamos numero dan turno otroo mes muertos"
"4412","4412"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan"
"4413","4413","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen "
"4414","4414","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted"
"4415","4415","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado"
"4416","4416","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc"
"4417","4417"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol"
"4418","4418"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta"
"4419","4419"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia"
"4420","4420"," nina aislamiento atender paciente von vorina viruz"
"4421","4421"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos"
"4422","4422"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4423","4423","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4424","4424","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4425","4425"," samborondo isla mocoli"
"4426","4426","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4427","4427","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4428","4428"," requisito"
"4429","4429"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4430","4430"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4431","4431","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus"
"4432","4432"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan"
"4433","4433"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben"
"4434","4434"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante"
"4435","4435"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra "
"4436","4436","bonita publicidad malo si llamamos numero dan turno otroo mes muertos"
"4437","4437"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan"
"4438","4438","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen "
"4439","4439","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted"
"4440","4440","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado"
"4441","4441","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc"
"4442","4442"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol"
"4443","4443"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta"
"4444","4444"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia"
"4445","4445"," nina aislamiento atender paciente von vorina viruz"
"4446","4446"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos"
"4447","4447"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4448","4448","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4449","4449","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4450","4450"," samborondo isla mocoli"
"4451","4451","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4452","4452","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4453","4453"," requisito"
"4454","4454"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4455","4455"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4456","4456","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus"
"4457","4457"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan"
"4458","4458"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben"
"4459","4459"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante"
"4460","4460"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra "
"4461","4461","bonita publicidad malo si llamamos numero dan turno otroo mes muertos"
"4462","4462"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan"
"4463","4463","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen "
"4464","4464","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted"
"4465","4465","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado"
"4466","4466","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc"
"4467","4467"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol"
"4468","4468"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta"
"4469","4469"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia"
"4470","4470"," nina aislamiento atender paciente von vorina viruz"
"4471","4471"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos"
"4472","4472"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4473","4473","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4474","4474","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4475","4475"," samborondo isla mocoli"
"4476","4476","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4477","4477","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4478","4478"," requisito"
"4479","4479"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4480","4480"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4481","4481","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus"
"4482","4482"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan"
"4483","4483"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben"
"4484","4484"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante"
"4485","4485"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra "
"4486","4486","bonita publicidad malo si llamamos numero dan turno otroo mes muertos"
"4487","4487"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan"
"4488","4488","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen "
"4489","4489","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted"
"4490","4490","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado"
"4491","4491","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc"
"4492","4492"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol"
"4493","4493"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta"
"4494","4494"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia"
"4495","4495"," nina aislamiento atender paciente von vorina viruz"
"4496","4496"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos"
"4497","4497"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion"
"4498","4498","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos"
"4499","4499","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor "
"4500","4500"," samborondo isla mocoli"
"4501","4501","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese"
"4502","4502","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia"
"4503","4503"," requisito"
"4504","4504"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede "
"4505","4505"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted"
"4506","4506","porq toman cartas asunto cremando cuerpos entregando familiares importarles usteds terminar matar "
"4507","4507","casos loja embargo guayas puede registrar loja entonces verificar favor"
"4508","4508"," subio ecuavisa casos galapagos constan ahi dicen realmente cantidad exacta muertos contagiados"
"4509","4509","si calan cifras concuerdan venido dando ultimos dias mentira"
"4510","4510"," respeto ustedes merecen madoctoridlo si digo triste sucede contagiados i muertoses hospitales saturados sitio practicamente dejan morir peor estansolo pidoquedense casa seguro conocidos militares policias medicos enfermeraspor ustedessolo sigan normas imponentodo biendios bendiga querida gente linda seguro asustados yosolo hagan caso"
"4511","4511"," vallan hospital x simple dolor cabeza resfriado sino virus alla curense casa seguro ir hospital horrible ir funeral"
"4512","4512","recuperados muertos hablando indice mortalidad "
"4513","4513"," personas confirmadas corona viru evaden aislamiento salen calle deben acusarlos terrorismo poniendo vida demas ciustedadanos"
"4514","4514"," depende gobierno autoridades depende persona poner parte salir casa bastante notoria cantidad fallecidos personas graves triste realidad ahora si solos depende defensas cuerpo aguantar"
"4515","4515"," caso registra chimbo segun autoridades locales dentro provincia seria bueno aclare"
"4516","4516"," favor alguien haga entender contagios suena barbaridad fallecidos llegan varios dias personas sanado haciendo mal corregir esperan corregir"
"4517","4517"," saldoctoran contagiados canton quinsaloma centro salusted cuarentena casos confirmados dentro personal labora ahi"
"4518","4518"," mentira ocultando casos lenin moreno dia ayer anuncio habian registrado nuevos casos ultimas horas hoy estimaba numero infectados llegaria si mentir menos deberian ponerse acuerdo"
"4519","4519"," casos galapagos alli aparecen"
"4520","4520","cuanta irresponsabilidad acatar ordenes quedarse casa evitar contagios"
"4521","4521","ustedes manejan informacion realayer confirmaron casos galapagos"
"4522","4522","respecto cloroquina autorizacion ministro salusted cardiologo palabras viceministro"
"4523","4523"," datos estadisticos ve ningenierouno region insular deberian tomar cuenta contagios santa cruz san cristobal"
"4524","4524"," sirve quedarse casa si profesionales salusted pueden quedarse casa dan insumos protegerse dodne familias sigue subiendo contagios"
"4525","4525"," traer reactivos senoresla gente sigue contagiando puede examenes hospitales cuentan "
"4526","4526","falta galapagos nuevos casos"
