"","text","emotion"
"3126"," daule cantones dejando morir alas personas enfermedades comunes temor puede covid medicos aparte mueren covid balla ministerio salusted gobernantes invierten salusted publica","Neutral"
"3127","jajajaja osea ve hombre tirado piso simplemente nadie acerca ayustedarlo alguien sube video quiere crea grande estupidez entonces demanden entidad bancaria local brindar ayusteda persona ","Neutral"
"3128","investiguen vienen sancionen fuerte otroos paises multas euros anos carcel inicia difunde","Neutral"
"3129"," da impresion gobernador acerco kennedy suburbio guasmo bastion monte s dentro competencia fumigaciones quedaron puntilla pasa ponen autoridades light ojala equivoque","Neutral"
"3130","lamentablemente ciustedadania evidencias hablan si solas podemos cerrar ojos realidad","Neutral"
"3131"," gobierno medios comunicacion dicen verdad nosotroos pueblo palpamos realidad evidencia","Neutral"
"3132"," panico causan ustedes autoridades decir verdad pueblo ecuatoriano mundo entero","Neutral"
"3133"," cree nadie digan falso gente muriendo","Neutral"
"3134"," falso","Neutral"
"3135"," mejor ves estat poniendo estomejor ayustedar personas contagiadas eviten siga muertos","Neutral"
"3136"," vi contaron verdad","Neutral"
"3137","dejen mentir pueblo arrecho tanta mentiras creen pueden amenazar mundo mundo ustedes x cuantos pesos venden","Neutral"
"3138","espero propagan noticias falsas si comprobar etclos castiguen","Neutral"
"3139","falso lenin moreno salusted publica","Neutral"
"3140"," falso vi","Neutral"
"3141","jajajaja si quieren manipular mejor poblacion recomiendo psicologia masas","Neutral"
"3142","basta noticias falsas basta cadenas informes fuentes oficiales","Neutral"
"3143"," pueblo denuncio mentira verdad","Neutral"
"3144"," burro hablando orejas","Neutral"
"3145"," mientan telefono vale dias pidiendo ayusteda hermana embarazada sintomas covid parte hipertensa mienten cuerpos tirados misma enfermedad cerro santa ana","Neutral"
"3146"," mientan verdad pasando verdad videos fotos verdad mucha gente muriendo si senor talvez craneo desplomo callo piso talvez falla respiratoria pues obvio si cae rompe cabeza favor quieran cara","Alegria"
"3147","falzos ustedes dicen realidad digo eh visto tiran muertos ala calle segun ustedes ","Neutral"
"3148"," daule cantones dejando morir alas personas enfermedades comunes temor puede covid medicos aparte mueren covid balla ministerio salusted gobernantes invierten salusted publica","Neutral"
"3149","jajajaja osea ve hombre tirado piso simplemente nadie acerca ayustedarlo alguien sube video quiere crea grande estupidez entonces demanden entidad bancaria local brindar ayusteda persona ","Neutral"
"3150","investiguen vienen sancionen fuerte otroos paises multas euros anos carcel inicia difunde","Neutral"
"3151"," da impresion gobernador acerco kennedy suburbio guasmo bastion monte s dentro competencia fumigaciones quedaron puntilla pasa ponen autoridades light ojala equivoque","Neutral"
"3152","lamentablemente ciustedadania evidencias hablan si solas podemos cerrar ojos realidad","Neutral"
"3153"," gobierno medios comunicacion dicen verdad nosotroos pueblo palpamos realidad evidencia","Neutral"
"3154"," panico causan ustedes autoridades decir verdad pueblo ecuatoriano mundo entero","Neutral"
"3155"," cree nadie digan falso gente muriendo","Neutral"
"3156"," falso","Neutral"
"3157"," mejor ves estat poniendo estomejor ayustedar personas contagiadas eviten siga muertos","Neutral"
"3158"," vi contaron verdad","Neutral"
"3159","dejen mentir pueblo arrecho tanta mentiras creen pueden amenazar mundo mundo ustedes x cuantos pesos venden","Neutral"
"3160","espero propagan noticias falsas si comprobar etclos castiguen","Neutral"
"3161","falso lenin moreno salusted publica","Neutral"
"3162"," falso vi","Neutral"
"3163","jajajaja si quieren manipular mejor poblacion recomiendo psicologia masas","Neutral"
"3164","basta noticias falsas basta cadenas informes fuentes oficiales","Neutral"
"3165"," pueblo denuncio mentira verdad","Neutral"
"3166"," burro hablando orejas","Neutral"
"3167"," mientan telefono vale dias pidiendo ayusteda hermana embarazada sintomas covid parte hipertensa mienten cuerpos tirados misma enfermedad cerro santa ana","Neutral"
"3168"," mientan verdad pasando verdad videos fotos verdad mucha gente muriendo si senor talvez craneo desplomo callo piso talvez falla respiratoria pues obvio si cae rompe cabeza favor quieran cara","Alegria"
"3169","falzos ustedes dicen realidad digo eh visto tiran muertos ala calle segun ustedes ","Neutral"
"3170"," daule cantones dejando morir alas personas enfermedades comunes temor puede covid medicos aparte mueren covid balla ministerio salusted gobernantes invierten salusted publica","Neutral"
"3171","jajajaja osea ve hombre tirado piso simplemente nadie acerca ayustedarlo alguien sube video quiere crea grande estupidez entonces demanden entidad bancaria local brindar ayusteda persona ","Neutral"
"3172","investiguen vienen sancionen fuerte otroos paises multas euros anos carcel inicia difunde","Neutral"
"3173"," da impresion gobernador acerco kennedy suburbio guasmo bastion monte s dentro competencia fumigaciones quedaron puntilla pasa ponen autoridades light ojala equivoque","Neutral"
"3174","lamentablemente ciustedadania evidencias hablan si solas podemos cerrar ojos realidad","Neutral"
"3175"," gobierno medios comunicacion dicen verdad nosotroos pueblo palpamos realidad evidencia","Neutral"
"3176"," panico causan ustedes autoridades decir verdad pueblo ecuatoriano mundo entero","Neutral"
"3177"," cree nadie digan falso gente muriendo","Neutral"
"3178"," falso","Neutral"
"3179"," mejor ves estat poniendo estomejor ayustedar personas contagiadas eviten siga muertos","Neutral"
"3180"," vi contaron verdad","Neutral"
"3181","dejen mentir pueblo arrecho tanta mentiras creen pueden amenazar mundo mundo ustedes x cuantos pesos venden","Neutral"
"3182","espero propagan noticias falsas si comprobar etclos castiguen","Neutral"
"3183","falso lenin moreno salusted publica","Neutral"
"3184"," falso vi","Neutral"
"3185","jajajaja si quieren manipular mejor poblacion recomiendo psicologia masas","Neutral"
"3186","basta noticias falsas basta cadenas informes fuentes oficiales","Neutral"
"3187"," pueblo denuncio mentira verdad","Neutral"
"3188"," burro hablando orejas","Neutral"
"3189"," mientan telefono vale dias pidiendo ayusteda hermana embarazada sintomas covid parte hipertensa mienten cuerpos tirados misma enfermedad cerro santa ana","Neutral"
"3190"," mientan verdad pasando verdad videos fotos verdad mucha gente muriendo si senor talvez craneo desplomo callo piso talvez falla respiratoria pues obvio si cae rompe cabeza favor quieran cara","Alegria"
"3191","falzos ustedes dicen realidad digo eh visto tiran muertos ala calle segun ustedes ","Neutral"
"3192"," daule cantones dejando morir alas personas enfermedades comunes temor puede covid medicos aparte mueren covid balla ministerio salusted gobernantes invierten salusted publica","Neutral"
"3193","jajajaja osea ve hombre tirado piso simplemente nadie acerca ayustedarlo alguien sube video quiere crea grande estupidez entonces demanden entidad bancaria local brindar ayusteda persona ","Neutral"
"3194","investiguen vienen sancionen fuerte otroos paises multas euros anos carcel inicia difunde","Neutral"
"3195"," da impresion gobernador acerco kennedy suburbio guasmo bastion monte s dentro competencia fumigaciones quedaron puntilla pasa ponen autoridades light ojala equivoque","Neutral"
"3196","lamentablemente ciustedadania evidencias hablan si solas podemos cerrar ojos realidad","Neutral"
"3197"," gobierno medios comunicacion dicen verdad nosotroos pueblo palpamos realidad evidencia","Neutral"
"3198"," panico causan ustedes autoridades decir verdad pueblo ecuatoriano mundo entero","Neutral"
"3199"," cree nadie digan falso gente muriendo","Neutral"
"3200"," falso","Neutral"
"3201"," mejor ves estat poniendo estomejor ayustedar personas contagiadas eviten siga muertos","Neutral"
"3202"," vi contaron verdad","Neutral"
"3203","dejen mentir pueblo arrecho tanta mentiras creen pueden amenazar mundo mundo ustedes x cuantos pesos venden","Neutral"
"3204","espero propagan noticias falsas si comprobar etclos castiguen","Neutral"
"3205","falso lenin moreno salusted publica","Neutral"
"3206"," falso vi","Neutral"
"3207","jajajaja si quieren manipular mejor poblacion recomiendo psicologia masas","Neutral"
"3208","basta noticias falsas basta cadenas informes fuentes oficiales","Neutral"
"3209"," pueblo denuncio mentira verdad","Neutral"
"3210"," burro hablando orejas","Neutral"
"3211"," mientan telefono vale dias pidiendo ayusteda hermana embarazada sintomas covid parte hipertensa mienten cuerpos tirados misma enfermedad cerro santa ana","Neutral"
"3212"," mientan verdad pasando verdad videos fotos verdad mucha gente muriendo si senor talvez craneo desplomo callo piso talvez falla respiratoria pues obvio si cae rompe cabeza favor quieran cara","Alegria"
"3213","falzos ustedes dicen realidad digo eh visto tiran muertos ala calle segun ustedes ","Neutral"
"3214"," daule cantones dejando morir alas personas enfermedades comunes temor puede covid medicos aparte mueren covid balla ministerio salusted gobernantes invierten salusted publica","Neutral"
"3215","jajajaja osea ve hombre tirado piso simplemente nadie acerca ayustedarlo alguien sube video quiere crea grande estupidez entonces demanden entidad bancaria local brindar ayusteda persona ","Neutral"
"3216","investiguen vienen sancionen fuerte otroos paises multas euros anos carcel inicia difunde","Neutral"
"3217"," da impresion gobernador acerco kennedy suburbio guasmo bastion monte s dentro competencia fumigaciones quedaron puntilla pasa ponen autoridades light ojala equivoque","Neutral"
"3218","lamentablemente ciustedadania evidencias hablan si solas podemos cerrar ojos realidad","Neutral"
"3219"," gobierno medios comunicacion dicen verdad nosotroos pueblo palpamos realidad evidencia","Neutral"
"3220"," panico causan ustedes autoridades decir verdad pueblo ecuatoriano mundo entero","Neutral"
"3221"," cree nadie digan falso gente muriendo","Neutral"
"3222"," falso","Neutral"
"3223"," mejor ves estat poniendo estomejor ayustedar personas contagiadas eviten siga muertos","Neutral"
"3224"," vi contaron verdad","Neutral"
"3225","dejen mentir pueblo arrecho tanta mentiras creen pueden amenazar mundo mundo ustedes x cuantos pesos venden","Neutral"
"3226","espero propagan noticias falsas si comprobar etclos castiguen","Neutral"
"3227","falso lenin moreno salusted publica","Neutral"
"3228"," falso vi","Neutral"
"3229","jajajaja si quieren manipular mejor poblacion recomiendo psicologia masas","Neutral"
"3230","basta noticias falsas basta cadenas informes fuentes oficiales","Neutral"
"3231"," pueblo denuncio mentira verdad","Neutral"
"3232"," burro hablando orejas","Neutral"
"3233"," mientan telefono vale dias pidiendo ayusteda hermana embarazada sintomas covid parte hipertensa mienten cuerpos tirados misma enfermedad cerro santa ana","Neutral"
"3234"," mientan verdad pasando verdad videos fotos verdad mucha gente muriendo si senor talvez craneo desplomo callo piso talvez falla respiratoria pues obvio si cae rompe cabeza favor quieran cara","Alegria"
"3235","falzos ustedes dicen realidad digo eh visto tiran muertos ala calle segun ustedes ","Neutral"
"3236"," daule cantones dejando morir alas personas enfermedades comunes temor puede covid medicos aparte mueren covid balla ministerio salusted gobernantes invierten salusted publica","Neutral"
"3237","jajajaja osea ve hombre tirado piso simplemente nadie acerca ayustedarlo alguien sube video quiere crea grande estupidez entonces demanden entidad bancaria local brindar ayusteda persona ","Neutral"
"3238","investiguen vienen sancionen fuerte otroos paises multas euros anos carcel inicia difunde","Neutral"
"3239"," da impresion gobernador acerco kennedy suburbio guasmo bastion monte s dentro competencia fumigaciones quedaron puntilla pasa ponen autoridades light ojala equivoque","Neutral"
"3240","lamentablemente ciustedadania evidencias hablan si solas podemos cerrar ojos realidad","Neutral"
"3241"," gobierno medios comunicacion dicen verdad nosotroos pueblo palpamos realidad evidencia","Neutral"
"3242"," panico causan ustedes autoridades decir verdad pueblo ecuatoriano mundo entero","Neutral"
"3243"," cree nadie digan falso gente muriendo","Neutral"
"3244"," falso","Neutral"
"3245"," mejor ves estat poniendo estomejor ayustedar personas contagiadas eviten siga muertos","Neutral"
"3246"," vi contaron verdad","Neutral"
"3247","dejen mentir pueblo arrecho tanta mentiras creen pueden amenazar mundo mundo ustedes x cuantos pesos venden","Neutral"
"3248","espero propagan noticias falsas si comprobar etclos castiguen","Neutral"
"3249","falso lenin moreno salusted publica","Neutral"
"3250"," falso vi","Neutral"
"3251","jajajaja si quieren manipular mejor poblacion recomiendo psicologia masas","Neutral"
"3252","basta noticias falsas basta cadenas informes fuentes oficiales","Neutral"
"3253"," pueblo denuncio mentira verdad","Neutral"
"3254"," burro hablando orejas","Neutral"
"3255"," mientan telefono vale dias pidiendo ayusteda hermana embarazada sintomas covid parte hipertensa mienten cuerpos tirados misma enfermedad cerro santa ana","Neutral"
"3256"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3257"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3258"," mentir gente muere dia dia corazon favor","Alegria"
"3259"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3260","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3261","apenas muestras tomadas pais millones habitantes","Neutral"
"3262"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3263","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3264"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3265","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3266"," huaquillas ayer habian casos hoy ","Neutral"
"3267","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3268"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3269"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3270"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3271"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3272","alguien ayusteda saber nombres fallecidos","Neutral"
"3273"," naranjito ningenieroun caso verdad","Neutral"
"3274","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3275"," humanidad atravesando etapa oscura historia","Neutral"
"3276","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3277"," seguimos recuperados ","Neutral"
"3278"," oro aumentan casos pruebas","Neutral"
"3279","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3280","horas x semana","Neutral"
"3281"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3282"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3283"," mentir gente muere dia dia corazon favor","Alegria"
"3284"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3285","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3286","apenas muestras tomadas pais millones habitantes","Neutral"
"3287"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3288","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3289"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3290","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3291"," huaquillas ayer habian casos hoy ","Neutral"
"3292","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3293"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3294"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3295"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3296"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3297","alguien ayusteda saber nombres fallecidos","Neutral"
"3298"," naranjito ningenieroun caso verdad","Neutral"
"3299","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3300"," humanidad atravesando etapa oscura historia","Neutral"
"3301","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3302"," seguimos recuperados ","Neutral"
"3303"," oro aumentan casos pruebas","Neutral"
"3304","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3305","horas x semana","Neutral"
"3306"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3307"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3308"," mentir gente muere dia dia corazon favor","Alegria"
"3309"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3310","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3311","apenas muestras tomadas pais millones habitantes","Neutral"
"3312"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3313","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3314"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3315","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3316"," huaquillas ayer habian casos hoy ","Neutral"
"3317","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3318"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3319"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3320"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3321"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3322","alguien ayusteda saber nombres fallecidos","Neutral"
"3323"," naranjito ningenieroun caso verdad","Neutral"
"3324","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3325"," humanidad atravesando etapa oscura historia","Neutral"
"3326","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3327"," seguimos recuperados ","Neutral"
"3328"," oro aumentan casos pruebas","Neutral"
"3329","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3330","horas x semana","Neutral"
"3331"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3332"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3333"," mentir gente muere dia dia corazon favor","Alegria"
"3334"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3335","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3336","apenas muestras tomadas pais millones habitantes","Neutral"
"3337"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3338","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3339"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3340","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3341"," huaquillas ayer habian casos hoy ","Neutral"
"3342","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3343"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3344"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3345"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3346"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3347","alguien ayusteda saber nombres fallecidos","Neutral"
"3348"," naranjito ningenieroun caso verdad","Neutral"
"3349","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3350"," humanidad atravesando etapa oscura historia","Neutral"
"3351","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3352"," seguimos recuperados ","Neutral"
"3353"," oro aumentan casos pruebas","Neutral"
"3354","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3355","horas x semana","Neutral"
"3356"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3357"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3358"," mentir gente muere dia dia corazon favor","Alegria"
"3359"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3360","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3361","apenas muestras tomadas pais millones habitantes","Neutral"
"3362"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3363","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3364"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3365","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3366"," huaquillas ayer habian casos hoy ","Neutral"
"3367","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3368"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3369"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3370"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3371"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3372","alguien ayusteda saber nombres fallecidos","Neutral"
"3373"," naranjito ningenieroun caso verdad","Neutral"
"3374","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3375"," humanidad atravesando etapa oscura historia","Neutral"
"3376","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3377"," seguimos recuperados ","Neutral"
"3378"," oro aumentan casos pruebas","Neutral"
"3379","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3380","horas x semana","Neutral"
"3381"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3382"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3383"," mentir gente muere dia dia corazon favor","Alegria"
"3384"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3385","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3386","apenas muestras tomadas pais millones habitantes","Neutral"
"3387"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3388","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3389"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3390","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3391"," huaquillas ayer habian casos hoy ","Neutral"
"3392","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3393"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
"3394"," naranjal confirmados segun autoridades actualizan estadistica quieren seguir mintiendo pueblo","Neutral"
"3395"," culpa poblacion gobierno esperamos bueno gobierno","Neutral"
"3396"," canton urdaneta paciente recuperada contagiada sigue apareciendo casos entendido aparecer caso","Neutral"
"3397","alguien ayusteda saber nombres fallecidos","Neutral"
"3398"," naranjito ningenieroun caso verdad","Neutral"
"3399","si ay presidente tampoco ay ministros digan verdad","Neutral"
"3400"," humanidad atravesando etapa oscura historia","Neutral"
"3401","alguien ministerio decirle descubrimiento hicequizas clave producir vacuna virus","Neutral"
"3402"," seguimos recuperados ","Neutral"
"3403"," oro aumentan casos pruebas","Neutral"
"3404","dijeron recojieron casa digan verdad dios bendice ecuador","Neutral"
"3405","horas x semana","Neutral"
"3406"," cifras resultado mala administracion ministerio salusted principio mentian preparadosmienten seguiran mentiendomientras pueblo muereya internacionalmente saben ","Neutral"
"3407"," casosquesedan dias pruebas rapidas transportar lugar otroo lleva tiempo resultado sale tres dias favor momento criticar alarmar gente momento protegerte cuidar familia demas","Alegria"
"3408"," mentir gente muere dia dia corazon favor","Alegria"
"3409"," lastima sirve red social escuchar gente creo senooorees pooor faaavooor hagan oidos sordos tooodooos ecuatorianos piden gritos toque queda salio manos sensatos gente va seguir muriendo compasion personas","Neutral"
"3410","porq ecuador personas recuperadas recuperados acaso dando tratamiento sucede deberian informar pueblo quiere saber","Neutral"
"3411","apenas muestras tomadas pais millones habitantes","Neutral"
"3412"," culpa ministerio salusted culpa nosotroos pueblo acatamos ordenes permanecer casa menos bien protegidos muestra boton ahi extremas cifras costa porq irresponsables fiscalia general queja militares reprenden deben dejar pongan mano dura capaces salir entender desobedientes","Neutral"
"3413","gracias informacion debe dificil llevar estadisticas pais deben haber casos subadiagnosticados otroos reportados continuan contagiando toca conscientes tratar focos infeccion otroas personas gracias arduo trabajo","Neutral"
"3414"," situacion dia peor sigue avanzando detiene continua devastando poblacion","Neutral"
"3415","tres casos recuperados sale ministra romo decir negligencias podoctoran dormir paz gente dios","Neutral"
"3416"," huaquillas ayer habian casos hoy ","Neutral"
"3417","xq mienten si guayaquil an recogido muertos aproximadamente vocera alexandoctora ocles menos ponganse acuerdo mentir","Neutral"
"3418"," fallecidos aumentan crematorios colapsados peor abastecen levantamiento cadaveresquehay persona haciendo paraqueno pueda suouestos queincrementan diaqueesa misma persona levantamientos nivel nacional","Neutral"
