"","text","polarity"
"4109"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4110"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4111","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4112"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4113","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4114","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4115","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4116","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4117"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4118"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4119"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4120"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4121"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4122"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4123","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4124","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4125"," samborondo isla mocoli","Positivo"
"4126","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4127","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4128"," requisito","Positivo"
"4129"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4130"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4131","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4132"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4133"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4134"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4135"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4136","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4137"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4138","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4139","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4140","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4141","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4142"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4143"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4144"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4145"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4146"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4147"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4148","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4149","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4150"," samborondo isla mocoli","Positivo"
"4151","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4152","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4153"," requisito","Positivo"
"4154"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4155"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4156","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4157"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4158"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4159"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4160"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4161","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4162"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4163","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4164","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4165","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4166","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4167"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4168"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4169"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4170"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4171"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4172"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4173","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4174","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4175"," samborondo isla mocoli","Positivo"
"4176","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4177","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4178"," requisito","Positivo"
"4179"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4180"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4181","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4182"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4183"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4184"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4185"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4186","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4187"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4188","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4189","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4190","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4191","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4192"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4193"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4194"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4195"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4196"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4197"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4198","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4199","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4200"," samborondo isla mocoli","Positivo"
"4201","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4202","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4203"," requisito","Positivo"
"4204"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4205"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4206","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4207"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4208"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4209"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4210"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4211","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4212"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4213","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4214","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4215","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4216","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4217"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4218"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4219"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4220"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4221"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4222"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4223","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4224","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4225"," samborondo isla mocoli","Positivo"
"4226","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4227","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4228"," requisito","Positivo"
"4229"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4230"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4231","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4232"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4233"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4234"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4235"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4236","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4237"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4238","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4239","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4240","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4241","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4242"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4243"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4244"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4245"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4246"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4247"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4248","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4249","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4250"," samborondo isla mocoli","Positivo"
"4251","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4252","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4253"," requisito","Positivo"
"4254"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4255"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4256","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4257"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4258"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4259"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4260"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4261","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4262"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4263","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4264","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4265","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4266","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4267"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4268"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4269"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4270"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4271"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4272"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4273","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4274","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4275"," samborondo isla mocoli","Positivo"
"4276","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4277","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4278"," requisito","Positivo"
"4279"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4280"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4281","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4282"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4283"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4284"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4285"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4286","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4287"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4288","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4289","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4290","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4291","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4292"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4293"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4294"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4295"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4296"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4297"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4298","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4299","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4300"," samborondo isla mocoli","Positivo"
"4301","si gracias vimos imagenes toman pruebas conjuntos residenciales amigos tomen pruebas gente llama desesperada barrios populares publiquenlo mientras creo interese","Positivo"
"4302","mentiras mentiras gobierno delministerio salud publicaun sistema salusted quedo grande situacion si saben enganar gante sistema salusted gobierno falso peor gobierno historia","Positivo"
"4303"," requisito","Positivo"
"4304"," dejen tantas mentiras miren mueren personas dan seguimiento familias cuentan triste historia lagrimas ojos amor dios hagan familia piensen puede ","Positivo"
"4305"," nota saben bioseguridad ineptos arriesgar vida medics enfermers auxiliares pueblo sabra juzgar estupidez negligencia falta empatia servidores salusted","Positivo"
"4306","dejen enganarnos digan verdad kit realizar examenes propios medicos luchando deberian primeros revisados caso contrario transmisores virus","Negativo"
"4307"," pregunto hermosa grabacion ecuador personalmente visto mascarillas enganan","Positivo"
"4308"," lindo parece real lamentablemente realidad otroa personas mueren domicilios esperando contesten vayan examen dejen tanta publicidad empiecen realmente deben","Positivo"
"4309"," puedo creer gente negativafalta feque aprecian basta atravesando momentos dificiles ecuador positivos parte solucion problemas bendicion dios saldoctoremos adelante","Negativo"
"4310"," lindo video verdad reactivos gente hospitalizada lista espera tomas muestra ","Positivo"
"4311","bonita publicidad malo si llamamos numero dan turno otroo mes muertos","Negativo"
"4312"," pregunta haciendo dejar morir tanta gente guayaquil medicinas dando gratis curar enfermos otroos paises si dan medicinas sistema implementando atender todas llamadas reciben fallecidos domicilios gusayaquil muerte natural ojala respondan","Positivo"
"4313","tocara dar premio creadores video gran imaginacion medicos denunciado equipando adecuadamente quieren hacernos creer tontos informacion verdaderamente pasa personal salusted enganen ","Positivo"
"4314","ustedes necesitan financiamiento proteccion exijan animo profesionales salusted","Negativo"
"4315","bonito ejemplo realidad otroa yegan vestidos terminan vestir calle entran kedan puerta metros preguntan hacen firmar papel visita si dejan alarmados vecinos si uh contaminado","Positivo"
"4316","favor inporten examenes rapidos corona virussurgt ubiquen pacientes positivos lugares masibos dnd puedan atenderles mejor manera cuidarles seguridades casorealicen buen manego personas fallecidas pandemiadios bendiga grc","Positivo"
"4317"," ingenieroresando casa zapatos virusquetrae calle dejar casa ahi error protocolo ingenieroresar casa debe mandil kit seguridad salir casa deberia sacarse dejar rociando alcohol","Negativo"
"4318"," acceder realizarse prueba cansada agotada llamar usteds propagando pintan comoquees servicioquelo hacen apenas llama favor ayustedenme respuesta","Positivo"
"4319"," laboratoristas capaces antibiotico apropiado covi implementos reactivos necesariosque pasando hermanos ecuatorianos mueren dia","Positivo"
"4320"," nina aislamiento atender paciente von vorina viruz","Positivo"
"4321"," losquepresentan sintomas toda familia aislar losqueden positivo sirvequesolo losquepresentes sintomas supone q si sintomas xq virus dar tratamiento alquetiene sintomas dejen inconciencia ciudadanos","Negativo"
"4322"," pais x ecuador jamas aparecen jente casa ricos pobres dan ningenierouna atencion","Positivo"
"4323","mientras kits toma muestras rapidas sabremos magnitusted contagio pais si viable realizan pruebas domicilios toque queda provincias casos otroas palabras contagio comunitario ahora personas seguiran saliendo tiempo toque queda seguiran subiendo casos","Neutral"
"4324","cuentos dia esperar atiendan samborondon movieron rapido familiar masde diaspor ","Positivo"
"4325"," samborondo isla mocoli","Positivo"
